Customer_ID,Customer_Name,City,Age,Gender
C00672,Customer_672,Pune,28,Female
C00673,Customer_673,Hyderabad,35,Male
C00674,Customer_674,Hyderabad,64,Male
C00675,Customer_675,Coimbatore,29,Female
C00676,Customer_676,Mumbai,26,Male
C00677,Customer_677,Pune,27,Male
C00678,Customer_678,Coimbatore,61,Female
C00679,Customer_679,Chennai,34,Male
C00680,Customer_680,Chennai,55,Male
C00681,Customer_681,Mumbai,24,Male
C00682,Customer_682,Mumbai,63,Male
C00683,Customer_683,Mumbai,30,Male
C00684,Customer_684,Coimbatore,57,Female
C00685,Customer_685,Chennai,59,Female
C00686,Customer_686,Hyderabad,26,Female
C00687,Customer_687,Mumbai,67,Female
C00688,Customer_688,Bangalore,44,Female
C00689,Customer_689,Kolkata,19,Female
C00690,Customer_690,Coimbatore,22,Male
C00691,Customer_691,Mumbai,46,Female
C00692,Customer_692,Kolkata,54,Female
C00693,Customer_693,Delhi,55,Male
C00694,Customer_694,Mumbai,36,Male
C00695,Customer_695,Chennai,25,Female
C00696,Customer_696,Pune,65,Male
C00697,Customer_697,Mumbai,62,Female
C00698,Customer_698,Coimbatore,18,Male
C00699,Customer_699,Pune,39,Female
C00700,Customer_700,Delhi,69,Male
C00701,Customer_701,Bangalore,34,Male
C00702,Customer_702,Pune,24,Female
C00703,Customer_703,Kolkata,42,Female
C00704,Customer_704,Hyderabad,62,Female
C00705,Customer_705,Mumbai,21,Female
C00706,Customer_706,Delhi,53,Female
C00707,Customer_707,Delhi,23,Male
C00708,Customer_708,Pune,48,Female
C00709,Customer_709,Bangalore,36,Female
C00710,Customer_710,Chennai,61,Male
C00711,Customer_711,Mumbai,56,Male
C00712,Customer_712,Delhi,44,Female
C00713,Customer_713,Bangalore,27,Male
C00714,Customer_714,Hyderabad,43,Male
C00715,Customer_715,Delhi,36,Female
C00716,Customer_716,Bangalore,56,Male
C00717,Customer_717,Coimbatore,20,Male
C00718,Customer_718,Chennai,62,Female
C00719,Customer_719,Chennai,30,Female
C00720,Customer_720,Delhi,67,Male
C00721,Customer_721,Kolkata,45,Male
C00722,Customer_722,Delhi,37,Female
C00723,Customer_723,Pune,45,Male
C00724,Customer_724,Mumbai,25,Male
C00725,Customer_725,Bangalore,58,Male
C00726,Customer_726,Delhi,56,Female
C00727,Customer_727,Mumbai,18,Male
C00728,Customer_728,Pune,20,Male
C00729,Customer_729,Coimbatore,30,Female
C00730,Customer_730,Coimbatore,45,Male
C00731,Customer_731,Mumbai,66,Male
C00732,Customer_732,Delhi,42,Female
C00733,Customer_733,Chennai,50,Female
C00734,Customer_734,Bangalore,55,Female
C00735,Customer_735,Bangalore,23,Female
C00736,Customer_736,Coimbatore,61,Male
C00737,Customer_737,Coimbatore,62,Male
C00738,Customer_738,Chennai,49,Female
C00739,Customer_739,Kolkata,62,Female
C00740,Customer_740,Delhi,64,Male
C00741,Customer_741,Coimbatore,38,Female
C00742,Customer_742,Coimbatore,33,Male
C00743,Customer_743,Coimbatore,38,Female
C00744,Customer_744,Bangalore,28,Male
C00745,Customer_745,Delhi,54,Female
C00746,Customer_746,Pune,53,Female
C00747,Customer_747,Delhi,52,Male
C00748,Customer_748,Mumbai,36,Female
C00749,Customer_749,Chennai,37,Male
C00750,Customer_750,Kolkata,35,Male
C00751,Customer_751,Coimbatore,64,Male
C00752,Customer_752,Coimbatore,58,Male
C00753,Customer_753,Delhi,66,Male
C00754,Customer_754,Kolkata,31,Female
C00755,Customer_755,Coimbatore,32,Female
C00756,Customer_756,Kolkata,48,Male
C00757,Customer_757,Pune,18,Female
C00758,Customer_758,Hyderabad,20,Male
C00759,Customer_759,Chennai,33,Female
C00760,Customer_760,Kolkata,40,Female
C00761,Customer_761,Bangalore,28,Female
C00762,Customer_762,Mumbai,29,Female
C00763,Customer_763,Bangalore,27,Male
C00764,Customer_764,Coimbatore,49,Male
C00765,Customer_765,Pune,33,Female
C00766,Customer_766,Pune,25,Female
C00767,Customer_767,Bangalore,55,Male
C00768,Customer_768,Chennai,29,Female
C00769,Customer_769,Bangalore,41,Male
C00770,Customer_770,Delhi,45,Male
C00771,Customer_771,Coimbatore,25,Male
C00772,Customer_772,Coimbatore,45,Female
C00773,Customer_773,Bangalore,53,Male
C00774,Customer_774,Mumbai,43,Female
C00775,Customer_775,Mumbai,25,Male
C00776,Customer_776,Coimbatore,67,Female
C00777,Customer_777,Hyderabad,45,Female
C00778,Customer_778,Mumbai,45,Female
C00779,Customer_779,Bangalore,54,Male
C00780,Customer_780,Mumbai,58,Male
C00781,Customer_781,Coimbatore,53,Female
C00782,Customer_782,Chennai,44,Female
C00783,Customer_783,Kolkata,34,Female
C00784,Customer_784,Mumbai,26,Male
C00785,Customer_785,Delhi,50,Male
C00786,Customer_786,Chennai,37,Male
C00787,Customer_787,Hyderabad,30,Male
C00788,Customer_788,Delhi,45,Female
C00789,Customer_789,Bangalore,65,Female
C00790,Customer_790,Kolkata,46,Male
C00791,Customer_791,Bangalore,30,Male
C00792,Customer_792,Kolkata,63,Female
C00793,Customer_793,Kolkata,52,Male
C00794,Customer_794,Bangalore,23,Male
C00795,Customer_795,Delhi,35,Male
C00796,Customer_796,Delhi,68,Male
C00797,Customer_797,Kolkata,22,Male
C00798,Customer_798,Delhi,64,Male
C00799,Customer_799,Kolkata,42,Female
C00800,Customer_800,Coimbatore,19,Male
C00801,Customer_801,Kolkata,27,Male
C00802,Customer_802,Coimbatore,47,Female
C00803,Customer_803,Chennai,67,Female
C00804,Customer_804,Pune,62,Female
C00805,Customer_805,Chennai,22,Male
C00806,Customer_806,Bangalore,50,Female
C00807,Customer_807,Pune,18,Male
C00808,Customer_808,Mumbai,35,Male
C00809,Customer_809,Bangalore,49,Male
C00810,Customer_810,Hyderabad,64,Female
C00811,Customer_811,Chennai,66,Female
C00812,Customer_812,Delhi,28,Female
C00813,Customer_813,Chennai,38,Female
C00814,Customer_814,Delhi,43,Female
C00815,Customer_815,Pune,42,Male
C00816,Customer_816,Hyderabad,39,Male
C00817,Customer_817,Pune,44,Male
C00818,Customer_818,Hyderabad,66,Male
C00819,Customer_819,Chennai,30,Female
C00820,Customer_820,Delhi,50,Female
C00821,Customer_821,Pune,51,Male
C00822,Customer_822,Hyderabad,58,Female
C00823,Customer_823,Kolkata,52,Female
C00824,Customer_824,Bangalore,18,Male
C00825,Customer_825,Bangalore,38,Male
C00826,Customer_826,Pune,65,Female
C00827,Customer_827,Delhi,23,Female
C00828,Customer_828,Kolkata,45,Male
C00829,Customer_829,Pune,34,Male
C00830,Customer_830,Chennai,22,Male
C00831,Customer_831,Hyderabad,48,Female
C00832,Customer_832,Coimbatore,22,Male
C00833,Customer_833,Chennai,55,Male
C00834,Customer_834,Bangalore,20,Female
C00835,Customer_835,Hyderabad,40,Female
C00836,Customer_836,Pune,54,Female
C00837,Customer_837,Chennai,54,Female
C00838,Customer_838,Mumbai,27,Female
C00839,Customer_839,Coimbatore,27,Male
C00840,Customer_840,Delhi,36,Male
C00841,Customer_841,Kolkata,34,Female
C00842,Customer_842,Kolkata,38,Female
C00843,Customer_843,Delhi,31,Female
C00844,Customer_844,Mumbai,26,Female
C00845,Customer_845,Bangalore,63,Female
C00846,Customer_846,Hyderabad,18,Male
C00847,Customer_847,Delhi,68,Male
C00848,Customer_848,Mumbai,62,Male
C00849,Customer_849,Pune,30,Male
C00850,Customer_850,Coimbatore,21,Female
C00851,Customer_851,Kolkata,18,Male
C00852,Customer_852,Coimbatore,66,Female
C00853,Customer_853,Mumbai,57,Female
C00854,Customer_854,Coimbatore,49,Female
C00855,Customer_855,Bangalore,51,Male
C00856,Customer_856,Bangalore,45,Female
C00857,Customer_857,Chennai,48,Male
C00858,Customer_858,Delhi,25,Male
C00859,Customer_859,Chennai,56,Female
C00860,Customer_860,Coimbatore,43,Female
C00861,Customer_861,Kolkata,51,Female
C00862,Customer_862,Mumbai,20,Male
C00863,Customer_863,Hyderabad,67,Female
C00864,Customer_864,Coimbatore,29,Male
C00865,Customer_865,Hyderabad,18,Female
C00866,Customer_866,Bangalore,61,Female
C00867,Customer_867,Hyderabad,22,Male
C00868,Customer_868,Hyderabad,47,Male
C00869,Customer_869,Kolkata,47,Male
C00870,Customer_870,Hyderabad,34,Male
C00871,Customer_871,Coimbatore,65,Male
C00872,Customer_872,Mumbai,64,Male
C00873,Customer_873,Hyderabad,40,Female
C00874,Customer_874,Pune,32,Female
C00875,Customer_875,Hyderabad,54,Male
C00876,Customer_876,Hyderabad,38,Female
C00877,Customer_877,Chennai,31,Male
C00878,Customer_878,Mumbai,19,Female
C00879,Customer_879,Coimbatore,28,Female
C00880,Customer_880,Bangalore,68,Male
C00881,Customer_881,Chennai,56,Male
C00882,Customer_882,Coimbatore,55,Male
C00883,Customer_883,Delhi,51,Female
C00884,Customer_884,Mumbai,55,Male
C00885,Customer_885,Pune,67,Female
C00886,Customer_886,Mumbai,51,Male
C00887,Customer_887,Delhi,35,Female
C00888,Customer_888,Delhi,47,Female
C00889,Customer_889,Delhi,32,Male
C00890,Customer_890,Kolkata,44,Female
C00891,Customer_891,Bangalore,68,Female
C00892,Customer_892,Hyderabad,51,Male
C00893,Customer_893,Mumbai,69,Female
C00894,Customer_894,Coimbatore,55,Male
C00895,Customer_895,Kolkata,50,Male
C00896,Customer_896,Coimbatore,41,Male
C00897,Customer_897,Hyderabad,32,Male
C00898,Customer_898,Hyderabad,47,Female
C00899,Customer_899,Pune,59,Female
C00900,Customer_900,Delhi,68,Female
C00901,Customer_901,Bangalore,34,Male
C00902,Customer_902,Pune,22,Female
C00903,Customer_903,Chennai,46,Female
C00904,Customer_904,Kolkata,21,Male
C00905,Customer_905,Kolkata,27,Male
C00906,Customer_906,Bangalore,34,Female
C00907,Customer_907,Hyderabad,27,Male
C00908,Customer_908,Coimbatore,34,Male
C00909,Customer_909,Kolkata,37,Male
C00910,Customer_910,Bangalore,41,Male
C00911,Customer_911,Kolkata,22,Female
C00912,Customer_912,Kolkata,51,Male
C00913,Customer_913,Delhi,23,Male
C00914,Customer_914,Chennai,19,Male
C00915,Customer_915,Delhi,30,Male
C00916,Customer_916,Chennai,60,Male
C00917,Customer_917,Kolkata,60,Male
C00918,Customer_918,Pune,65,Male
C00919,Customer_919,Coimbatore,28,Male
C00920,Customer_920,Hyderabad,68,Female
C00921,Customer_921,Kolkata,64,Male
C00922,Customer_922,Chennai,40,Female
C00923,Customer_923,Chennai,33,Male
C00924,Customer_924,Chennai,48,Male
C00925,Customer_925,Kolkata,28,Male
C00926,Customer_926,Bangalore,33,Male
C00927,Customer_927,Pune,25,Female
C00928,Customer_928,Bangalore,21,Male
C00929,Customer_929,Hyderabad,57,Male
C00930,Customer_930,Kolkata,21,Female
C00931,Customer_931,Chennai,42,Female
C00932,Customer_932,Pune,20,Male
C00933,Customer_933,Pune,49,Female
C00934,Customer_934,Mumbai,20,Female
C00935,Customer_935,Hyderabad,44,Female
C00936,Customer_936,Coimbatore,46,Male
C00937,Customer_937,Coimbatore,49,Male
C00938,Customer_938,Pune,67,Male
C00939,Customer_939,Kolkata,68,Female
C00940,Customer_940,Chennai,36,Male
C00941,Customer_941,Chennai,38,Female
C00942,Customer_942,Pune,22,Male
C00943,Customer_943,Bangalore,35,Male
C00944,Customer_944,Hyderabad,45,Female
C00945,Customer_945,Chennai,59,Male
C00946,Customer_946,Pune,39,Female
C00947,Customer_947,Chennai,38,Female
C00948,Customer_948,Coimbatore,23,Male
C00949,Customer_949,Pune,18,Female
C00950,Customer_950,Hyderabad,22,Male
C00951,Customer_951,Pune,58,Male
C00952,Customer_952,Mumbai,29,Female
C00953,Customer_953,Pune,43,Male
C00954,Customer_954,Pune,63,Female
C00955,Customer_955,Kolkata,51,Male
C00956,Customer_956,Coimbatore,66,Male
C00957,Customer_957,Hyderabad,31,Male
C00958,Customer_958,Kolkata,43,Male
C00959,Customer_959,Pune,62,Male
C00960,Customer_960,Hyderabad,44,Female
C00961,Customer_961,Mumbai,26,Female
C00962,Customer_962,Hyderabad,43,Female
C00963,Customer_963,Chennai,64,Female
C00964,Customer_964,Kolkata,39,Female
C00965,Customer_965,Hyderabad,64,Female
C00966,Customer_966,Coimbatore,47,Male
C00967,Customer_967,Mumbai,60,Male
C00968,Customer_968,Delhi,65,Female
C00969,Customer_969,Pune,34,Female
C00970,Customer_970,Hyderabad,43,Male
C00971,Customer_971,Pune,53,Male
C00972,Customer_972,Bangalore,18,Male
C00973,Customer_973,Chennai,25,Female
C00974,Customer_974,Kolkata,66,Female
C00975,Customer_975,Chennai,52,Female
C00976,Customer_976,Bangalore,69,Male
C00977,Customer_977,Bangalore,32,Male
C00978,Customer_978,Kolkata,64,Female
C00979,Customer_979,Hyderabad,39,Female
C00980,Customer_980,Bangalore,31,Male
C00981,Customer_981,Delhi,43,Male
C00982,Customer_982,Pune,45,Male
C00983,Customer_983,Pune,40,Male
C00984,Customer_984,Mumbai,31,Female
C00985,Customer_985,Coimbatore,41,Male
C00986,Customer_986,Bangalore,19,Male
C00987,Customer_987,Bangalore,62,Male
C00988,Customer_988,Delhi,43,Female
C00989,Customer_989,Chennai,31,Female
C00990,Customer_990,Chennai,68,Male
C00991,Customer_991,Pune,24,Male
C00992,Customer_992,Pune,20,Male
C00993,Customer_993,Hyderabad,64,Female
C00994,Customer_994,Kolkata,40,Female
C00995,Customer_995,Coimbatore,63,Female
C00996,Customer_996,Delhi,60,Male
C00997,Customer_997,Kolkata,64,Female
C00998,Customer_998,Kolkata,62,Male
C00999,Customer_999,Mumbai,35,Male
C01000,Customer_1000,Kolkata,55,Male
C01001,Customer_1001,Mumbai,52,Female
C01002,Customer_1002,Kolkata,68,Male
C01003,Customer_1003,Delhi,32,Female
C01004,Customer_1004,Mumbai,42,Female
C01005,Customer_1005,Chennai,54,Male
C01006,Customer_1006,Mumbai,45,Male
C01007,Customer_1007,Mumbai,27,Female
C01008,Customer_1008,Delhi,56,Male
C01009,Customer_1009,Delhi,34,Female
C01010,Customer_1010,Mumbai,56,Male
C01011,Customer_1011,Coimbatore,39,Female
C01012,Customer_1012,Bangalore,43,Female
C01013,Customer_1013,Coimbatore,61,Female
C01014,Customer_1014,Delhi,42,Female
C01015,Customer_1015,Coimbatore,34,Male
C01016,Customer_1016,Coimbatore,30,Male
C01017,Customer_1017,Hyderabad,37,Female
C01018,Customer_1018,Hyderabad,42,Female
C01019,Customer_1019,Chennai,21,Male
C01020,Customer_1020,Kolkata,27,Male
C01021,Customer_1021,Mumbai,20,Male
C01022,Customer_1022,Bangalore,58,Male
C01023,Customer_1023,Chennai,62,Male
C01024,Customer_1024,Mumbai,35,Male
C01025,Customer_1025,Coimbatore,64,Female
C01026,Customer_1026,Delhi,53,Male
C01027,Customer_1027,Hyderabad,64,Male
C01028,Customer_1028,Pune,39,Female
C01029,Customer_1029,Bangalore,51,Male
C01030,Customer_1030,Coimbatore,64,Male
C01031,Customer_1031,Pune,25,Male
C01032,Customer_1032,Hyderabad,57,Male
C01033,Customer_1033,Coimbatore,66,Male
C01034,Customer_1034,Kolkata,61,Female
C01035,Customer_1035,Kolkata,36,Male
C01036,Customer_1036,Pune,59,Female
C01037,Customer_1037,Delhi,58,Female
C01038,Customer_1038,Coimbatore,54,Male
C01039,Customer_1039,Mumbai,23,Female
C01040,Customer_1040,Coimbatore,69,Male
C01041,Customer_1041,Delhi,43,Female
C01042,Customer_1042,Coimbatore,51,Female
C01043,Customer_1043,Pune,62,Male
C01044,Customer_1044,Delhi,23,Male
C01045,Customer_1045,Hyderabad,54,Male
C01046,Customer_1046,Bangalore,50,Male
C01047,Customer_1047,Delhi,39,Male
C01048,Customer_1048,Coimbatore,38,Female
C01049,Customer_1049,Hyderabad,23,Female
C01050,Customer_1050,Bangalore,23,Female
C01051,Customer_1051,Kolkata,65,Female
C01052,Customer_1052,Mumbai,21,Female
C01053,Customer_1053,Pune,47,Female
C01054,Customer_1054,Coimbatore,28,Female
C01055,Customer_1055,Coimbatore,47,Male
C01056,Customer_1056,Kolkata,48,Male
C01057,Customer_1057,Mumbai,41,Female
C01058,Customer_1058,Kolkata,26,Female
C01059,Customer_1059,Chennai,20,Male
C01060,Customer_1060,Kolkata,68,Male
C01061,Customer_1061,Hyderabad,48,Male
C01062,Customer_1062,Bangalore,57,Male
C01063,Customer_1063,Coimbatore,54,Female
C01064,Customer_1064,Kolkata,53,Male
C01065,Customer_1065,Coimbatore,41,Female
C01066,Customer_1066,Delhi,48,Female
C01067,Customer_1067,Mumbai,23,Female
C01068,Customer_1068,Kolkata,19,Male
C01069,Customer_1069,Bangalore,37,Male
C01070,Customer_1070,Hyderabad,45,Female
C01071,Customer_1071,Chennai,28,Female
C01072,Customer_1072,Coimbatore,21,Female
C01073,Customer_1073,Mumbai,32,Male
C01074,Customer_1074,Pune,23,Female
C01075,Customer_1075,Bangalore,66,Male
C01076,Customer_1076,Pune,47,Female
C01077,Customer_1077,Bangalore,55,Female
C01078,Customer_1078,Bangalore,68,Female
C01079,Customer_1079,Hyderabad,19,Male
C01080,Customer_1080,Hyderabad,32,Male
C01081,Customer_1081,Hyderabad,28,Female
C01082,Customer_1082,Kolkata,25,Male
C01083,Customer_1083,Delhi,43,Female
C01084,Customer_1084,Bangalore,68,Male
C01085,Customer_1085,Mumbai,62,Male
C01086,Customer_1086,Pune,61,Male
C01087,Customer_1087,Hyderabad,22,Female
C01088,Customer_1088,Kolkata,23,Male
C01089,Customer_1089,Hyderabad,43,Male
C01090,Customer_1090,Pune,21,Female
C01091,Customer_1091,Pune,36,Female
C01092,Customer_1092,Coimbatore,37,Female
C01093,Customer_1093,Bangalore,50,Female
C01094,Customer_1094,Hyderabad,37,Male
C01095,Customer_1095,Pune,66,Male
C01096,Customer_1096,Delhi,29,Male
C01097,Customer_1097,Delhi,64,Male
C01098,Customer_1098,Hyderabad,18,Male
C01099,Customer_1099,Kolkata,43,Female
C01100,Customer_1100,Pune,31,Male
C01101,Customer_1101,Coimbatore,55,Male
C01102,Customer_1102,Bangalore,54,Male
C01103,Customer_1103,Bangalore,28,Female
C01104,Customer_1104,Kolkata,53,Female
C01105,Customer_1105,Coimbatore,30,Male
C01106,Customer_1106,Bangalore,60,Female
C01107,Customer_1107,Coimbatore,20,Female
C01108,Customer_1108,Chennai,50,Female
C01109,Customer_1109,Hyderabad,23,Female
C01110,Customer_1110,Bangalore,67,Female
C01111,Customer_1111,Delhi,27,Female
C01112,Customer_1112,Pune,22,Female
C01113,Customer_1113,Coimbatore,40,Male
C01114,Customer_1114,Coimbatore,27,Male
C01115,Customer_1115,Mumbai,61,Female
C01116,Customer_1116,Kolkata,19,Male
C01117,Customer_1117,Mumbai,30,Male
C01118,Customer_1118,Bangalore,57,Female
C01119,Customer_1119,Mumbai,19,Male
C01120,Customer_1120,Mumbai,37,Female
C01121,Customer_1121,Chennai,18,Female
C01122,Customer_1122,Coimbatore,54,Female
C01123,Customer_1123,Delhi,26,Male
C01124,Customer_1124,Kolkata,34,Male
C01125,Customer_1125,Delhi,26,Male
C01126,Customer_1126,Chennai,28,Male
C01127,Customer_1127,Chennai,32,Female
C01128,Customer_1128,Mumbai,41,Female
C01129,Customer_1129,Hyderabad,55,Male
C01130,Customer_1130,Coimbatore,52,Female
C01131,Customer_1131,Pune,47,Female
C01132,Customer_1132,Coimbatore,48,Male
C01133,Customer_1133,Pune,66,Female
C01134,Customer_1134,Mumbai,22,Male
C01135,Customer_1135,Pune,61,Female
C01136,Customer_1136,Chennai,67,Male
C01137,Customer_1137,Delhi,31,Female
C01138,Customer_1138,Pune,28,Female
C01139,Customer_1139,Coimbatore,26,Male
C01140,Customer_1140,Kolkata,51,Male
C01141,Customer_1141,Mumbai,29,Male
C01142,Customer_1142,Hyderabad,52,Male
C01143,Customer_1143,Mumbai,52,Female
C01144,Customer_1144,Bangalore,18,Female
C01145,Customer_1145,Mumbai,57,Male
C01146,Customer_1146,Chennai,39,Female
C01147,Customer_1147,Delhi,46,Male
C01148,Customer_1148,Delhi,25,Male
C01149,Customer_1149,Kolkata,28,Female
C01150,Customer_1150,Pune,58,Female
C01151,Customer_1151,Chennai,54,Male
C01152,Customer_1152,Bangalore,31,Male
C01153,Customer_1153,Chennai,47,Male
C01154,Customer_1154,Mumbai,52,Female
C01155,Customer_1155,Chennai,38,Female
C01156,Customer_1156,Chennai,54,Female
C01157,Customer_1157,Kolkata,22,Female
C01158,Customer_1158,Bangalore,36,Male
C01159,Customer_1159,Mumbai,31,Male
C01160,Customer_1160,Hyderabad,43,Male
C01161,Customer_1161,Kolkata,21,Male
C01162,Customer_1162,Hyderabad,42,Male
C01163,Customer_1163,Kolkata,62,Male
C01164,Customer_1164,Delhi,59,Female
C01165,Customer_1165,Coimbatore,42,Female
C01166,Customer_1166,Kolkata,35,Male
C01167,Customer_1167,Pune,57,Male
C01168,Customer_1168,Chennai,25,Female
C01169,Customer_1169,Delhi,56,Female
C01170,Customer_1170,Bangalore,57,Female
C01171,Customer_1171,Hyderabad,31,Female
C01172,Customer_1172,Coimbatore,49,Male
C01173,Customer_1173,Coimbatore,68,Male
C01174,Customer_1174,Kolkata,55,Male
C01175,Customer_1175,Chennai,50,Male
C01176,Customer_1176,Bangalore,40,Male
C01177,Customer_1177,Pune,32,Female
C01178,Customer_1178,Bangalore,50,Male
C01179,Customer_1179,Chennai,42,Female
C01180,Customer_1180,Pune,34,Male
C01181,Customer_1181,Bangalore,50,Male
C01182,Customer_1182,Pune,64,Male
C01183,Customer_1183,Kolkata,19,Male
C01184,Customer_1184,Kolkata,31,Male
C01185,Customer_1185,Chennai,57,Female
C01186,Customer_1186,Chennai,57,Female
C01187,Customer_1187,Pune,68,Female
C01188,Customer_1188,Mumbai,56,Male
C01189,Customer_1189,Delhi,68,Male
C01190,Customer_1190,Coimbatore,23,Female
C01191,Customer_1191,Bangalore,23,Male
C01192,Customer_1192,Bangalore,20,Male
C01193,Customer_1193,Mumbai,24,Female
C01194,Customer_1194,Mumbai,68,Male
C01195,Customer_1195,Mumbai,25,Female
C01196,Customer_1196,Hyderabad,59,Male
C01197,Customer_1197,Hyderabad,69,Female
C01198,Customer_1198,Pune,32,Male
C01199,Customer_1199,Hyderabad,64,Male
C01200,Customer_1200,Kolkata,46,Female
C01201,Customer_1201,Kolkata,50,Male
C01202,Customer_1202,Chennai,69,Male
C01203,Customer_1203,Coimbatore,47,Female
C01204,Customer_1204,Pune,56,Male
C01205,Customer_1205,Coimbatore,44,Female
C01206,Customer_1206,Bangalore,53,Male
C01207,Customer_1207,Delhi,46,Male
C01208,Customer_1208,Chennai,55,Male
C01209,Customer_1209,Bangalore,50,Male
C01210,Customer_1210,Bangalore,54,Female
C01211,Customer_1211,Pune,44,Male
C01212,Customer_1212,Mumbai,50,Female
C01213,Customer_1213,Mumbai,21,Male
C01214,Customer_1214,Coimbatore,39,Male
C01215,Customer_1215,Chennai,19,Male
C01216,Customer_1216,Mumbai,27,Male
C01217,Customer_1217,Bangalore,22,Female
C01218,Customer_1218,Mumbai,27,Female
C01219,Customer_1219,Hyderabad,50,Female
C01220,Customer_1220,Mumbai,55,Female
C01221,Customer_1221,Bangalore,30,Male
C01222,Customer_1222,Coimbatore,48,Female
C01223,Customer_1223,Pune,64,Female
C01224,Customer_1224,Chennai,53,Male
C01225,Customer_1225,Delhi,62,Male
C01226,Customer_1226,Mumbai,41,Male
C01227,Customer_1227,Kolkata,69,Male
C01228,Customer_1228,Kolkata,32,Female
C01229,Customer_1229,Coimbatore,46,Female
C01230,Customer_1230,Bangalore,25,Male
C01231,Customer_1231,Delhi,22,Male
C01232,Customer_1232,Delhi,46,Male
C01233,Customer_1233,Hyderabad,64,Female
C01234,Customer_1234,Delhi,21,Female
C01235,Customer_1235,Kolkata,29,Male
C01236,Customer_1236,Pune,62,Male
C01237,Customer_1237,Bangalore,19,Female
C01238,Customer_1238,Bangalore,44,Male
C01239,Customer_1239,Mumbai,48,Male
C01240,Customer_1240,Mumbai,68,Female
C01241,Customer_1241,Mumbai,68,Male
C01242,Customer_1242,Kolkata,53,Female
C01243,Customer_1243,Kolkata,53,Male
C01244,Customer_1244,Coimbatore,43,Male
C01245,Customer_1245,Kolkata,60,Female
C01246,Customer_1246,Kolkata,44,Female
C01247,Customer_1247,Kolkata,22,Male
C01248,Customer_1248,Kolkata,37,Female
C01249,Customer_1249,Pune,28,Male
C01250,Customer_1250,Kolkata,27,Male
C01251,Customer_1251,Coimbatore,57,Female
C01252,Customer_1252,Delhi,55,Male
C01253,Customer_1253,Delhi,23,Male
C01254,Customer_1254,Hyderabad,25,Female
C01255,Customer_1255,Pune,40,Female
C01256,Customer_1256,Mumbai,64,Male
C01257,Customer_1257,Chennai,43,Female
C01258,Customer_1258,Kolkata,63,Female
C01259,Customer_1259,Hyderabad,60,Female
C01260,Customer_1260,Chennai,29,Female
C01261,Customer_1261,Coimbatore,43,Male
C01262,Customer_1262,Delhi,30,Male
C01263,Customer_1263,Hyderabad,57,Male
C01264,Customer_1264,Coimbatore,35,Female
C01265,Customer_1265,Hyderabad,42,Female
C01266,Customer_1266,Bangalore,50,Female
C01267,Customer_1267,Coimbatore,64,Female
C01268,Customer_1268,Delhi,57,Female
C01269,Customer_1269,Delhi,60,Female
C01270,Customer_1270,Pune,29,Female
C01271,Customer_1271,Hyderabad,61,Male
C01272,Customer_1272,Kolkata,53,Male
C01273,Customer_1273,Delhi,65,Female
C01274,Customer_1274,Hyderabad,21,Female
C01275,Customer_1275,Pune,22,Female
C01276,Customer_1276,Kolkata,54,Male
C01277,Customer_1277,Coimbatore,25,Male
C01278,Customer_1278,Pune,59,Female
C01279,Customer_1279,Bangalore,66,Female
C01280,Customer_1280,Kolkata,45,Male
C01281,Customer_1281,Hyderabad,48,Male
C01282,Customer_1282,Delhi,26,Male
C01283,Customer_1283,Delhi,68,Male
C01284,Customer_1284,Hyderabad,46,Female
C01285,Customer_1285,Hyderabad,31,Male
C01286,Customer_1286,Hyderabad,57,Male
C01287,Customer_1287,Mumbai,58,Female
C01288,Customer_1288,Kolkata,39,Male
C01289,Customer_1289,Delhi,28,Male
C01290,Customer_1290,Kolkata,40,Male
C01291,Customer_1291,Pune,18,Female
C01292,Customer_1292,Delhi,63,Male
C01293,Customer_1293,Mumbai,54,Female
C01294,Customer_1294,Hyderabad,38,Female
C01295,Customer_1295,Bangalore,43,Male
C01296,Customer_1296,Hyderabad,63,Male
C01297,Customer_1297,Coimbatore,53,Male
C01298,Customer_1298,Hyderabad,40,Male
C01299,Customer_1299,Mumbai,18,Female
C01300,Customer_1300,Kolkata,68,Male
C01301,Customer_1301,Delhi,57,Male
C01302,Customer_1302,Hyderabad,32,Male
C01303,Customer_1303,Delhi,38,Female
C01304,Customer_1304,Chennai,64,Male
C01305,Customer_1305,Pune,26,Male
C01306,Customer_1306,Kolkata,26,Female
C01307,Customer_1307,Delhi,27,Female
C01308,Customer_1308,Bangalore,69,Male
C01309,Customer_1309,Pune,43,Male
C01310,Customer_1310,Coimbatore,58,Male
C01311,Customer_1311,Coimbatore,52,Male
C01312,Customer_1312,Bangalore,69,Male
C01313,Customer_1313,Hyderabad,42,Female
C01314,Customer_1314,Pune,43,Female
C01315,Customer_1315,Delhi,28,Male
C01316,Customer_1316,Pune,55,Male
C01317,Customer_1317,Hyderabad,19,Female
C01318,Customer_1318,Mumbai,24,Male
C01319,Customer_1319,Kolkata,35,Male
C01320,Customer_1320,Bangalore,44,Male
C01321,Customer_1321,Hyderabad,51,Male
C01322,Customer_1322,Mumbai,44,Male
C01323,Customer_1323,Pune,34,Female
C01324,Customer_1324,Pune,60,Male
C01325,Customer_1325,Hyderabad,61,Male
C01326,Customer_1326,Delhi,68,Male
C01327,Customer_1327,Pune,41,Female
